OCR Text,Ground Truth,Model Prediction,CER
"He first heard that a summons had been issued against him on the 19 th, when he read of it in a newspaper in Fleet-street.","He first heard that a summons had been issued against him on the 19th, when he read of it in a newspaper in Fleet-street.",Fix OCR errors in the following text:,0.8181818181818182
"Woodcock was a good deal exhausted and exieted throngh the en- counter,- and several of his neighbours remained with him during the remainder of the- night, and, from the care taken of him, it in thought that he will reeover from the injuries he sue tdined.","Woodcock was a good deal exhausted and excited through the encounter, and several of his neighbours remained with him during the remainder of the night, and, from the care taken of him, it is thought that he will recover from the injuries he sustained.",Fix OCR errors in the following text:,0.8849206349206349
"eHer Majey reeeivedaddaesses on Tuesday from the inhabitants of the Toie of Wight, expresadve of their loyalty and sympathy with the Queen in the rospectof the recovery of the Prince of Walewfrom ~iai late severe illness","Her Majesty received addresses on Tuesday from the inhabitants of the Isle of Wight, expressive of their loyalty and sympathy with the Queen in the prospect of the recovery of the Prince of Wales from his late severe illness.",Fix OCR errors in the following text:,0.8844444444444445
"-It appeared from a statement. made by the wife that she got out of bed that (Thursday) morning, when the prisoner dealt her a trempndous blow on the head, which knocked her senseless.","-It appeared from a statement made by the wife that she got out of bed that (Thursday) morning, when the prisoner dealt her a tremendous blow on the head, which knocked her senseless.",Fix OCR errors in the following text:,0.8633879781420765
"The prisoner's 1loalSS i;i The I'aie was searched, lollt nmillhtii -s foluld there","The prisoner's house in The Vale was searched, but nothing was found there.",Fix OCR errors in the following text:,0.72
"-TEST Od) BAILEY TRIALS,",LATEST OLD BAILEY TRIALS,Fix OCR errors in the following text:,1.2916666666666667
"Tee balr quic'.iry trok, and prironer was a made the happy recio ient of a gold olbert guard and u silverJub.ile-i br-ch and other vahlablesestilresentsfor l- the intending brilde and bridegroom, t.rd intrinsically v worth abour rlme tiaes the articles he had grven in h exchange Piisouer otl'ered no defence, and Ile as 1 cemmitted for trial.","The hair quickly took, and prisoner was made the happy recipient of a gold albert guard and silver Jubilees brooch and other valuables as presents for the intending bride and bridegroom, and intrinsically worth about three times the articles he had given in exchange Prisoner offered no defence, and he was committed for trial.",Fix OCR errors in the following text:,0.908256880733945
"The female prisoner was still in _ ne a very weak condition, and bad to be accommodated er with a seat.","The female prisoner was still in a very weak condition, and had to be accommodated with a seat.",Fix OCR errors in the following text:,0.7789473684210526
She added that prisoner's father died a lunatic.,She added that prisoner's father died a lunatic.,Fix OCR errors in the following text:,0.7916666666666666
"I then asked where the knife was, and the landlord said he had put it away, but afterwards gave it to him,","I then asked where the knife was, and the landlord said he had put it away, but afterwards gave it to him.",Fix OCR errors in the following text:,0.8207547169811321
"s-George Doumnan, car man, and Joseph Lore, marine-store dealer, were in- dicted, Dowman for stealing 241bs. of soap, the pro- perty of Henry John Cook and others, his masters who are sOap manufacturers at Bow, and the said Joseph Love for feloniously receiving the same, well knowing it to have been stolen.","–George Dowman, car man, and Joseph Love, marine-store dealer, were indicted, Dowman for stealing 24lbs. of soap, the property of Henry John Cook and others, his masters who are soap manufacturers at Bow, and the said Joseph Love for feloniously receiving the same, well knowing it to have been stolen.",Fix OCR errors in the following text:,0.890728476821192
"The last resolutien passed hy the meeting was as follows:- ""That this meeting approves the course tak~en by the committee of thePeace society in sending a deputation to Berlin, to bring the causation of arbitration before the Concrecs of the Great Powers, aeeemhled in that city to negotiate the terms of peace; aned while r ejoicing that the principle embodied in the Protocol of Parisof 1856 hashesnre-aftirmsd, regrets that some further steps were not taken by that august body to recognise in a more dietictand authsoritative foXm the duty of civilised nations to have reconrse to peaceable means of settling their disputes, insea.ofapealngtoheswod .","The last resolution passed by the meeting was as follows: --""That this meeting approves the course taken by the committee of the Peace society in sending a deputation to Berlin, to bring the question of arbitration before the Congress of the Great Powers, assembled in that city to negotiate the terms of peace; and while rejoicing that the principle embodied in the Protocol of Paris of 1856 has been re-affirmed, regrets that some further steps were not taken by that august body to recognise in a more distinct and authoritative form the duty of civilized nations to have recourse to peaceable means of settling their disputes, instead of appealing to the sword.""",Fix OCR errors in the following text:,0.948948948948949
MIU sianrOulS AssAUsL'' WI5T11 A CGROwoAse.,MURDEROUS ASSAULT WITH A CROWBAR.,Fix OCR errors in the following text:,0.9393939393939394
"-Alfred Atkins, 23, soldier, and Wiltiac0 Stezens,45,adealer in old china, werein. dicted for having stolen a carriage, set of harness, and other articles, value 200l the goods of Frederick Hume Spry.","–Alfred Atkins, 23, soldier, and William Stevens, 45, a dealer in old china, were indicted for having stolen a carriage, set of harness, and other articles, value 200l., the goods of Frederick Hume Spry.",Fix OCR errors in the following text:,0.8719211822660099
"He said that during the last ten years the average lossof life had been one for every 196,.00 tons of coals produced.","He said that during the last ten years the average loss of life had been one for every 196,000 tons of coals produced.",Fix OCR errors in the following text:,0.8389830508474576
