OCR Text,Ground Truth,Model Prediction,CER,WER
Shortly afterwards the remainder of the party were taken *to the wurface.,Shortly afterwards the remainder of the party were taken to the surface.,Shortly afterwards the remainder of the party were taken to the wurface.,0.013888888888888888,0.08333333333333333
"-Mr. Itynmer said he had before him a pile of letters and post-oards, all in the same handwriting, althou gh there were attempts at disguise and different vague addresses.","-Mr. Rymer said he had before him a pile of letters and post-cards, all in the same handwriting, although there were attempts at disguise and different vague addresses.","-Mr. Itynmer said he had before him a pile of letters and post-officeards, all in the same handwriting, and there were attempts at disguise and different vague addresses.",0.08928571428571429,0.10714285714285714
"In the beginning of January last hefiad in his possession abill of exchange for 3001., accepted by a firm in the City, and on the Ilth of January he re- ceived a letter from the prisoner offering to procure discount for any bills the prosecutor might have on his hands.","In the beginning of January last he had in his possession a bill of exchange for 300l., accepted by a firm in the City, and on the 11th of January he received a letter from the prisoner offering to procure discount for any bills the prosecutor might have on his hands.","In the beginning of January last he had in his possession a letter of exchange for 300l., accepted by a firm in the City, and on the 20th of January he received a letter from the prisoner offering to procure discount for any bills the prosecutor might have on his hands.",0.029850746268656716,0.0392156862745098
"-This wretched mln who was convicted at the last sittings of the Central Criminal Court, of the murder of his wife by poison, has been removed to the County Gaol, at Maidatone, where the extreme sentence of the law will be carried Into effect, should he not be reprieved, It being the prison of the county in which the offence weS committed.","-This wretched man, who was convicted at the last sittings of the Central Criminal Court, of the murder of his wife by poison, has been removed to the County Gaol, at Maidstone, where the extreme sentence of the law will be carried into effect, should he not be reprieved, it being the prison of the county in which the offence was committed.","-This wretched man, who was convicted at the last sittings of the Central Criminal Court, of the murder of his wife by poison, has been removed to the County Gaol, at Maidstone, where the extreme sentence of the law will be carried into effect, should he not be reprieved, It being the prison of the county in which the offence was committed.",0.0029239766081871343,0.016129032258064516
The cheque was vs S passed through Lloyd's Bank at Grinstead.,The cheque was passed through Lloyd's Bank at Grinstead.,The cheque was passed through Lloyd's Bank at Grinstead.,0.0,0.0
"Ar the Bow-street Police-court, on Monday, John Mahony was charged with assault. John Donally, of New Temple-buildings, said that about seven o'clock on Saturday evening he was sitting in a bar in the Black Horse public-house in Bedfordbury, when he saw the prisoner being ejected from one of the com- partments.","AT the Bow-street Police-court, on Monday, John Mahony was charged with assault, John Donally, of New Temple-buildings, said that about seven o'clock on Saturday evening he was sitting in a bar in the Black Horse public-house in Bedfordbury, when he saw the prisoner being ejected from one of the compartments.","At the Bow-street Police-court, on Monday, John Mahony was charged with assault. John Donally, of New Temple-buildings, said that about seven o'clock on Saturday evening he was sitting in a bar in the Black Horse public-house in Bedfordbury, when he saw the prisoner being ejected from one of the premises.",0.03225806451612903,0.06
"The coronersaid there couldbelittle doubt thatthiswas ac use of manslaughter, and as their time was valuable, and the documents would take some time tilling up; and Saturday being a busy day with them, he would adjourn the inquest till Tuesday for them to sign thier verdict.","The coroner said there could be little doubt that this was a case of manslaughter, and as their time was valuable and the documents would take some time filling up; and Saturday being a busy day with them, he would adjourn the inquest till Tuesday for them to sign their verdict.","The coronersaid there could be no doubt that this was an use of manslaughter, and as their time was valuable, and the documents would take some time tilling up; and Saturday being a busy day with them, he would adjourn the inquest till Tuesday for them to sign thier verdict.",0.05017921146953405,0.1568627450980392
"At half-past six o'clock on Thursday morning, Charles Whiting, a boy employed in the same factory, saw the prisoner Wright walk to where the large og-wheel was, and place his hand in that direction, but could not see what he did.","At half-past six o'clock on Thursday morning, Charles Whiting, a boy employed in the same factory, saw the prisoner Wright walk to where the large cog-wheel was, and place his hand in that direction, but could not see what he did.","At half-past six o'clock on Thursday morning, Charles Whiting, a boy employed in the same factory, saw the prisoner Wright walk to where the large iron-wheel was, and place his hand in that direction, but could not see what he did.",0.013043478260869565,0.024390243902439025
The learned judge sentenced the prisoner to ten years' penal servitude.,The learned judge sentenced the prisoner to ten years' penal servitude.,The learned judge sentenced the prisoner to ten years' penal servitude.,0.0,0.0
The prisorairs were committed6 ir btril,The prisoners were committed for trial.,The offences were committed immediately.,0.41025641025641024,0.5
"She pleaded not guilty,.3ud reserved her defence.","She pleaded not guilty, and reserved her defence.",She pleaded not guilty and reserved her defence.,0.02040816326530612,0.125
The decaed had been very eccentric in his habits end had takeuto intemsperan~e.,"The deceased had been very eccentric in his habits, and had taken to intemperance.",The deceased had been very eccentric in his habits and had taken many intemperances.,0.07317073170731707,0.21428571428571427
On the 9th Mrs. Stewart sent her with a cheq'ue for 20?.; and she duly rtuarried with the 'money.,"On the 9th Mrs. Stewart sent her with a cheque for 20l., and she duly returned with the money.","On the 9th Mrs. Stewart sent her with a cheque for 20l., and she duly returned with the money.",0.0,0.0
"Mrs.' Jordan was hi. eoilrged Wsoeal justice of the peace at Banbridge with Oim tbie wilful murder of. her husband on the 13th mst,, and .woo rsmanded in duptody for eight days, an application for bail -belng refused on the urgent representations of to thu Poliice,","Mrs. Jordan was charged before a justice of the peace at Banbridge with the wilful murder of her husband on the 13th inst., and was remanded in custody for eight days, an application for ball being refused on the urgent representations of the police.","Mrs. Jordan was charged by the justice of the peace at Banbridge with the wilful murder of her husband on the 13th mst, and was remanded in custody for eight days, an application for bail being refused on the urgent representations of the Police.",0.044,0.11363636363636363
